-----------------------------------------------------
                Time	| Address	| Read/Write| data		|
-----------------------------------------------------
               74621	| 0000000c	| WRITE		| 00000fa8	| 
               74631	| 0000000d	| WRITE		| 0000ddea	| 
               74641	| 0000000e	| WRITE		| 00000fac	| 
               74651	| 0000000f	| WRITE		| 000027d5	| 
               74661	| 00000010	| WRITE		| 00001fa4	| 
               74671	| 00000011	| WRITE		| 00009be5	| 
               74681	| 00000012	| WRITE		| 0000eee4	| 
               74691	| 00000013	| WRITE		| 000099b6	| 
               74711	| 00000004	| WRITE		| 000074ad	| 
               74781	| 00000001	| WRITE		| 00000000	| 
               74801	| 00000002	| WRITE		| 00004e20	| 
               74821	| 00000003	| WRITE		| 0000000a	| 
               74831	| 00000001	| WRITE		| 00000001	| 
               74861	| 00000002	| WRITE		| 00004e16	| 
               75091	| 00000001	| WRITE		| 000007d0	| 
               75111	| 00000002	| WRITE		| 00000000	| 
               75131	| 00000006	| WRITE		| 0000eb54	| 
               75141	| 00000007	| WRITE		| 00008b54	| 
               75151	| 00000008	| WRITE		| 00001b54	| 
               75161	| 00000009	| WRITE		| 00008b56	| 
               75171	| 0000000a	| WRITE		| 00000ee5	| 
               75181	| 0000000b	| WRITE		| 000097b6	| 
               75191	| 0000000c	| WRITE		| 00000fa9	| 
               75201	| 0000000d	| WRITE		| 0000ddeb	| 
               75211	| 0000000e	| WRITE		| 00000fad	| 
               75221	| 0000000f	| WRITE		| 000027d6	| 
               75231	| 00000010	| WRITE		| 00001fa5	| 
               75241	| 00000011	| WRITE		| 00009be6	| 
               75251	| 00000012	| WRITE		| 0000eee5	| 
               75261	| 00000013	| WRITE		| 000099b7	| 
               75281	| 00000004	| WRITE		| 000074ac	| 
               75351	| 00000001	| WRITE		| 00000000	| 
               75371	| 00000002	| WRITE		| 00004e20	| 
               75391	| 00000003	| WRITE		| 0000000a	| 
               75401	| 00000001	| WRITE		| 00000001	| 
               75431	| 00000002	| WRITE		| 00004e16	| 
               75661	| 00000001	| WRITE		| 000007d0	| 
               75681	| 00000002	| WRITE		| 00000000	| 
               75701	| 00000006	| WRITE		| 0000eb55	| 
               75711	| 00000007	| WRITE		| 00008b55	| 
               75721	| 00000008	| WRITE		| 00001b55	| 
               75731	| 00000009	| WRITE		| 00008b57	| 
               75741	| 0000000a	| WRITE		| 00000ee6	| 
               75751	| 0000000b	| WRITE		| 000097b7	| 
               75761	| 0000000c	| WRITE		| 00000faa	| 
               75771	| 0000000d	| WRITE		| 0000ddec	| 
               75781	| 0000000e	| WRITE		| 00000fae	| 
               75791	| 0000000f	| WRITE		| 000027d7	| 
               75801	| 00000010	| WRITE		| 00001fa6	| 
               75811	| 00000011	| WRITE		| 00009be7	| 
               75821	| 00000012	| WRITE		| 0000eee6	| 
               75831	| 00000013	| WRITE		| 000099b8	| 
               75851	| 00000004	| WRITE		| 000074ab	| 
               75921	| 00000001	| WRITE		| 00000000	| 
               75941	| 00000002	| WRITE		| 00004e20	| 
               75961	| 00000003	| WRITE		| 0000000a	| 
               75971	| 00000001	| WRITE		| 00000001	| 
               76001	| 00000002	| WRITE		| 00004e16	| 
               76231	| 00000001	| WRITE		| 000007d0	| 
               76251	| 00000002	| WRITE		| 00000000	| 
               76271	| 00000006	| WRITE		| 0000eb56	| 
               76281	| 00000007	| WRITE		| 00008b56	| 
               76291	| 00000008	| WRITE		| 00001b56	| 
               76301	| 00000009	| WRITE		| 00008b58	| 
               76311	| 0000000a	| WRITE		| 00000ee7	| 
               76321	| 0000000b	| WRITE		| 000097b8	| 
               76331	| 0000000c	| WRITE		| 00000fab	| 
               76341	| 0000000d	| WRITE		| 0000dded	| 
               76351	| 0000000e	| WRITE		| 00000faf	| 
               76361	| 0000000f	| WRITE		| 000027d8	| 
               76371	| 00000010	| WRITE		| 00001fa7	| 
               76381	| 00000011	| WRITE		| 00009be8	| 
               76391	| 00000012	| WRITE		| 0000eee7	| 
               76401	| 00000013	| WRITE		| 000099b9	| 
               76421	| 00000004	| WRITE		| 000074aa	| 
               76491	| 00000001	| WRITE		| 00000000	| 
               76511	| 00000002	| WRITE		| 00004e20	| 
               76531	| 00000003	| WRITE		| 0000000a	| 
               76541	| 00000001	| WRITE		| 00000001	| 
               76571	| 00000002	| WRITE		| 00004e16	| 
               76801	| 00000001	| WRITE		| 000007d0	| 
               76821	| 00000002	| WRITE		| 00000000	| 
               76841	| 00000006	| WRITE		| 0000eb57	| 
               76851	| 00000007	| WRITE		| 00008b57	| 
               76861	| 00000008	| WRITE		| 00001b57	| 
               76871	| 00000009	| WRITE		| 00008b59	| 
               76881	| 0000000a	| WRITE		| 00000ee8	| 
               76891	| 0000000b	| WRITE		| 000097b9	| 
               76901	| 0000000c	| WRITE		| 00000fac	| 
               76911	| 0000000d	| WRITE		| 0000ddee	| 
               76921	| 0000000e	| WRITE		| 00000fb0	| 
               76931	| 0000000f	| WRITE		| 000027d9	| 
               76941	| 00000010	| WRITE		| 00001fa8	| 
               76951	| 00000011	| WRITE		| 00009be9	| 
               76961	| 00000012	| WRITE		| 0000eee8	| 
               76971	| 00000013	| WRITE		| 000099ba	| 
               76991	| 00000004	| WRITE		| 000074a9	| 
               77061	| 00000001	| WRITE		| 00000000	| 
               77081	| 00000002	| WRITE		| 00004e20	| 
               77101	| 00000003	| WRITE		| 0000000a	| 
               77111	| 00000001	| WRITE		| 00000001	| 
               77141	| 00000002	| WRITE		| 00004e16	| 
               77371	| 00000001	| WRITE		| 000007d0	| 
               77391	| 00000002	| WRITE		| 00000000	| 
               77411	| 00000006	| WRITE		| 0000eb58	| 
               77421	| 00000007	| WRITE		| 00008b58	| 
               77431	| 00000008	| WRITE		| 00001b58	| 
               77441	| 00000009	| WRITE		| 00008b5a	| 
               77451	| 0000000a	| WRITE		| 00000ee9	| 
               77461	| 0000000b	| WRITE		| 000097ba	| 
               77471	| 0000000c	| WRITE		| 00000fad	| 
               77481	| 0000000d	| WRITE		| 0000ddef	| 
               77491	| 0000000e	| WRITE		| 00000fb1	| 
               77501	| 0000000f	| WRITE		| 000027da	| 
               77511	| 00000010	| WRITE		| 00001fa9	| 
               77521	| 00000011	| WRITE		| 00009bea	| 
               77531	| 00000012	| WRITE		| 0000eee9	| 
               77541	| 00000013	| WRITE		| 000099bb	| 
               77561	| 00000004	| WRITE		| 000074a8	| 
               77631	| 00000001	| WRITE		| 00000000	| 
               77651	| 00000002	| WRITE		| 00004e20	| 
               77671	| 00000003	| WRITE		| 0000000a	| 
               77681	| 00000001	| WRITE		| 00000001	| 
               77711	| 00000002	| WRITE		| 00004e16	| 
               77941	| 00000001	| WRITE		| 000007d0	| 
               77961	| 00000002	| WRITE		| 00000000	| 
               77981	| 00000006	| WRITE		| 0000eb59	| 
               77991	| 00000007	| WRITE		| 00008b59	| 
               78001	| 00000008	| WRITE		| 00001b59	| 
               78011	| 00000009	| WRITE		| 00008b5b	| 
               78021	| 0000000a	| WRITE		| 00000eea	| 
               78031	| 0000000b	| WRITE		| 000097bb	| 
               78041	| 0000000c	| WRITE		| 00000fae	| 
               78051	| 0000000d	| WRITE		| 0000ddf0	| 
               78061	| 0000000e	| WRITE		| 00000fb2	| 
               78071	| 0000000f	| WRITE		| 000027db	| 
               78081	| 00000010	| WRITE		| 00001faa	| 
               78091	| 00000011	| WRITE		| 00009beb	| 
               78101	| 00000012	| WRITE		| 0000eeea	| 
               78111	| 00000013	| WRITE		| 000099bc	| 
               78131	| 00000004	| WRITE		| 000074a7	| 
               78201	| 00000001	| WRITE		| 00000000	| 
               78221	| 00000002	| WRITE		| 00004e20	| 
               78241	| 00000003	| WRITE		| 0000000a	| 
               78251	| 00000001	| WRITE		| 00000001	| 
               78281	| 00000002	| WRITE		| 00004e16	| 
               78511	| 00000001	| WRITE		| 000007d0	| 
               78531	| 00000002	| WRITE		| 00000000	| 
               78551	| 00000006	| WRITE		| 0000eb5a	| 
               78561	| 00000007	| WRITE		| 00008b5a	| 
               78571	| 00000008	| WRITE		| 00001b5a	| 
               78581	| 00000009	| WRITE		| 00008b5c	| 
               78591	| 0000000a	| WRITE		| 00000eeb	| 
               78601	| 0000000b	| WRITE		| 000097bc	| 
               78611	| 0000000c	| WRITE		| 00000faf	| 
               78621	| 0000000d	| WRITE		| 0000ddf1	| 
               78631	| 0000000e	| WRITE		| 00000fb3	| 
               78641	| 0000000f	| WRITE		| 000027dc	| 
               78651	| 00000010	| WRITE		| 00001fab	| 
               78661	| 00000011	| WRITE		| 00009bec	| 
               78671	| 00000012	| WRITE		| 0000eeeb	| 
               78681	| 00000013	| WRITE		| 000099bd	| 
               78701	| 00000004	| WRITE		| 000074a6	| 
               78771	| 00000001	| WRITE		| 00000000	| 
               78791	| 00000002	| WRITE		| 00004e20	| 
               78811	| 00000003	| WRITE		| 0000000a	| 
               78821	| 00000001	| WRITE		| 00000001	| 
               78851	| 00000002	| WRITE		| 00004e16	| 
               79081	| 00000001	| WRITE		| 000007d0	| 
               79101	| 00000002	| WRITE		| 00000000	| 
               79121	| 00000006	| WRITE		| 0000eb5b	| 
               79131	| 00000007	| WRITE		| 00008b5b	| 
               79141	| 00000008	| WRITE		| 00001b5b	| 
               79151	| 00000009	| WRITE		| 00008b5d	| 
               79161	| 0000000a	| WRITE		| 00000eec	| 
               79171	| 0000000b	| WRITE		| 000097bd	| 
               79181	| 0000000c	| WRITE		| 00000fb0	| 
               79191	| 0000000d	| WRITE		| 0000ddf2	| 
               79201	| 0000000e	| WRITE		| 00000fb4	| 
               79211	| 0000000f	| WRITE		| 000027dd	| 
               79221	| 00000010	| WRITE		| 00001fac	| 
               79231	| 00000011	| WRITE		| 00009bed	| 
               79241	| 00000012	| WRITE		| 0000eeec	| 
               79251	| 00000013	| WRITE		| 000099be	| 
               79271	| 00000004	| WRITE		| 000074a5	| 
               79341	| 00000001	| WRITE		| 00000000	| 
               79361	| 00000002	| WRITE		| 00004e20	| 
               79381	| 00000003	| WRITE		| 0000000a	| 
               79391	| 00000001	| WRITE		| 00000001	| 
               79421	| 00000002	| WRITE		| 00004e16	| 
               79651	| 00000001	| WRITE		| 000007d0	| 
               79671	| 00000002	| WRITE		| 00000000	| 
               79691	| 00000006	| WRITE		| 0000eb5c	| 
               79701	| 00000007	| WRITE		| 00008b5c	| 
               79711	| 00000008	| WRITE		| 00001b5c	| 
               79721	| 00000009	| WRITE		| 00008b5e	| 
               79731	| 0000000a	| WRITE		| 00000eed	| 
               79741	| 0000000b	| WRITE		| 000097be	| 
               79751	| 0000000c	| WRITE		| 00000fb1	| 
               79761	| 0000000d	| WRITE		| 0000ddf3	| 
               79771	| 0000000e	| WRITE		| 00000fb5	| 
               79781	| 0000000f	| WRITE		| 000027de	| 
               79791	| 00000010	| WRITE		| 00001fad	| 
               79801	| 00000011	| WRITE		| 00009bee	| 
               79811	| 00000012	| WRITE		| 0000eeed	| 
               79821	| 00000013	| WRITE		| 000099bf	| 
               79841	| 00000004	| WRITE		| 000074a4	| 
               79911	| 00000001	| WRITE		| 00000000	| 
               79931	| 00000002	| WRITE		| 00004e20	| 
               79951	| 00000003	| WRITE		| 0000000a	| 
               79961	| 00000001	| WRITE		| 00000001	| 
               79991	| 00000002	| WRITE		| 00004e16	| 
               80221	| 00000001	| WRITE		| 000007d0	| 
               80241	| 00000002	| WRITE		| 00000000	| 
               80261	| 00000006	| WRITE		| 0000eb5d	| 
               80271	| 00000007	| WRITE		| 00008b5d	| 
               80281	| 00000008	| WRITE		| 00001b5d	| 
               80291	| 00000009	| WRITE		| 00008b5f	| 
               80301	| 0000000a	| WRITE		| 00000eee	| 
               80311	| 0000000b	| WRITE		| 000097bf	| 
               80321	| 0000000c	| WRITE		| 00000fb2	| 
               80331	| 0000000d	| WRITE		| 0000ddf4	| 
               80341	| 0000000e	| WRITE		| 00000fb6	| 
               80351	| 0000000f	| WRITE		| 000027df	| 
               80361	| 00000010	| WRITE		| 00001fae	| 
               80371	| 00000011	| WRITE		| 00009bef	| 
               80381	| 00000012	| WRITE		| 0000eeee	| 
               80391	| 00000013	| WRITE		| 000099c0	| 
               80411	| 00000004	| WRITE		| 000074a3	| 
               80481	| 00000001	| WRITE		| 00000000	| 
               80501	| 00000002	| WRITE		| 00004e20	| 
               80521	| 00000003	| WRITE		| 0000000a	| 
               80531	| 00000001	| WRITE		| 00000001	| 
               80561	| 00000002	| WRITE		| 00004e16	| 
               80791	| 00000001	| WRITE		| 000007d0	| 
               80811	| 00000002	| WRITE		| 00000000	| 
               80831	| 00000006	| WRITE		| 0000eb5e	| 
               80841	| 00000007	| WRITE		| 00008b5e	| 
               80851	| 00000008	| WRITE		| 00001b5e	| 
               80861	| 00000009	| WRITE		| 00008b60	| 
               80871	| 0000000a	| WRITE		| 00000eef	| 
               80881	| 0000000b	| WRITE		| 000097c0	| 
               80891	| 0000000c	| WRITE		| 00000fb3	| 
               80901	| 0000000d	| WRITE		| 0000ddf5	| 
               80911	| 0000000e	| WRITE		| 00000fb7	| 
               80921	| 0000000f	| WRITE		| 000027e0	| 
               80931	| 00000010	| WRITE		| 00001faf	| 
               80941	| 00000011	| WRITE		| 00009bf0	| 
               80951	| 00000012	| WRITE		| 0000eeef	| 
               80961	| 00000013	| WRITE		| 000099c1	| 
               80981	| 00000004	| WRITE		| 000074a2	| 
               81051	| 00000001	| WRITE		| 00000000	| 
               81071	| 00000002	| WRITE		| 00004e20	| 
               81091	| 00000003	| WRITE		| 0000000a	| 
               81101	| 00000001	| WRITE		| 00000001	| 
               81131	| 00000002	| WRITE		| 00004e16	| 
               81361	| 00000001	| WRITE		| 000007d0	| 
               81381	| 00000002	| WRITE		| 00000000	| 
               81401	| 00000006	| WRITE		| 0000eb5f	| 
               81411	| 00000007	| WRITE		| 00008b5f	| 
               81421	| 00000008	| WRITE		| 00001b5f	| 
               81431	| 00000009	| WRITE		| 00008b61	| 
               81441	| 0000000a	| WRITE		| 00000ef0	| 
               81451	| 0000000b	| WRITE		| 000097c1	| 
               81461	| 0000000c	| WRITE		| 00000fb4	| 
               81471	| 0000000d	| WRITE		| 0000ddf6	| 
               81481	| 0000000e	| WRITE		| 00000fb8	| 
               81491	| 0000000f	| WRITE		| 000027e1	| 
               81501	| 00000010	| WRITE		| 00001fb0	| 
               81511	| 00000011	| WRITE		| 00009bf1	| 
               81521	| 00000012	| WRITE		| 0000eef0	| 
               81531	| 00000013	| WRITE		| 000099c2	| 
               81551	| 00000004	| WRITE		| 000074a1	| 
               81621	| 00000001	| WRITE		| 00000000	| 
               81641	| 00000002	| WRITE		| 00004e20	| 
               81661	| 00000003	| WRITE		| 0000000a	| 
               81671	| 00000001	| WRITE		| 00000001	| 
               81701	| 00000002	| WRITE		| 00004e16	| 
               81931	| 00000001	| WRITE		| 000007d0	| 
               81951	| 00000002	| WRITE		| 00000000	| 
               81971	| 00000006	| WRITE		| 0000eb60	| 
               81981	| 00000007	| WRITE		| 00008b60	| 
               81991	| 00000008	| WRITE		| 00001b60	| 
               82001	| 00000009	| WRITE		| 00008b62	| 
               82011	| 0000000a	| WRITE		| 00000ef1	| 
               82021	| 0000000b	| WRITE		| 000097c2	| 
               82031	| 0000000c	| WRITE		| 00000fb5	| 
               82041	| 0000000d	| WRITE		| 0000ddf7	| 
               82051	| 0000000e	| WRITE		| 00000fb9	| 
               82061	| 0000000f	| WRITE		| 000027e2	| 
               82071	| 00000010	| WRITE		| 00001fb1	| 
               82081	| 00000011	| WRITE		| 00009bf2	| 
               82091	| 00000012	| WRITE		| 0000eef1	| 
               82101	| 00000013	| WRITE		| 000099c3	| 
               82121	| 00000004	| WRITE		| 000074a0	| 
               82191	| 00000001	| WRITE		| 00000000	| 
               82211	| 00000002	| WRITE		| 00004e20	| 
               82231	| 00000003	| WRITE		| 0000000a	| 
               82241	| 00000001	| WRITE		| 00000001	| 
               82271	| 00000002	| WRITE		| 00004e16	| 
               82501	| 00000001	| WRITE		| 000007d0	| 
               82521	| 00000002	| WRITE		| 00000000	| 
               82541	| 00000006	| WRITE		| 0000eb61	| 
               82551	| 00000007	| WRITE		| 00008b61	| 
               82561	| 00000008	| WRITE		| 00001b61	| 
               82571	| 00000009	| WRITE		| 00008b63	| 
               82581	| 0000000a	| WRITE		| 00000ef2	| 
               82591	| 0000000b	| WRITE		| 000097c3	| 
               82601	| 0000000c	| WRITE		| 00000fb6	| 
               82611	| 0000000d	| WRITE		| 0000ddf8	| 
               82621	| 0000000e	| WRITE		| 00000fba	| 
               82631	| 0000000f	| WRITE		| 000027e3	| 
               82641	| 00000010	| WRITE		| 00001fb2	| 
               82651	| 00000011	| WRITE		| 00009bf3	| 
               82661	| 00000012	| WRITE		| 0000eef2	| 
               82671	| 00000013	| WRITE		| 000099c4	| 
               82691	| 00000004	| WRITE		| 0000749f	| 
               82761	| 00000001	| WRITE		| 00000000	| 
               82781	| 00000002	| WRITE		| 00004e20	| 
               82801	| 00000003	| WRITE		| 0000000a	| 
               82811	| 00000001	| WRITE		| 00000001	| 
               82841	| 00000002	| WRITE		| 00004e16	| 
               83071	| 00000001	| WRITE		| 000007d0	| 
               83091	| 00000002	| WRITE		| 00000000	| 
               83111	| 00000006	| WRITE		| 0000eb62	| 
               83121	| 00000007	| WRITE		| 00008b62	| 
               83131	| 00000008	| WRITE		| 00001b62	| 
               83141	| 00000009	| WRITE		| 00008b64	| 
               83151	| 0000000a	| WRITE		| 00000ef3	| 
               83161	| 0000000b	| WRITE		| 000097c4	| 
               83171	| 0000000c	| WRITE		| 00000fb7	| 
               83181	| 0000000d	| WRITE		| 0000ddf9	| 
               83191	| 0000000e	| WRITE		| 00000fbb	| 
               83201	| 0000000f	| WRITE		| 000027e4	| 
               83211	| 00000010	| WRITE		| 00001fb3	| 
               83221	| 00000011	| WRITE		| 00009bf4	| 
               83231	| 00000012	| WRITE		| 0000eef3	| 
               83241	| 00000013	| WRITE		| 000099c5	| 
               83261	| 00000004	| WRITE		| 0000749e	| 
               83331	| 00000001	| WRITE		| 00000000	| 
               83351	| 00000002	| WRITE		| 00004e20	| 
               83371	| 00000003	| WRITE		| 0000000a	| 
               83381	| 00000001	| WRITE		| 00000001	| 
               83411	| 00000002	| WRITE		| 00004e16	| 
               83641	| 00000001	| WRITE		| 000007d0	| 
               83661	| 00000002	| WRITE		| 00000000	| 
               83681	| 00000006	| WRITE		| 0000eb63	| 
               83691	| 00000007	| WRITE		| 00008b63	| 
               83701	| 00000008	| WRITE		| 00001b63	| 
               83711	| 00000009	| WRITE		| 00008b65	| 
               83721	| 0000000a	| WRITE		| 00000ef4	| 
               83731	| 0000000b	| WRITE		| 000097c5	| 
               83741	| 0000000c	| WRITE		| 00000fb8	| 
               83751	| 0000000d	| WRITE		| 0000ddfa	| 
               83761	| 0000000e	| WRITE		| 00000fbc	| 
               83771	| 0000000f	| WRITE		| 000027e5	| 
               83781	| 00000010	| WRITE		| 00001fb4	| 
               83791	| 00000011	| WRITE		| 00009bf5	| 
               83801	| 00000012	| WRITE		| 0000eef4	| 
               83811	| 00000013	| WRITE		| 000099c6	| 
               83831	| 00000004	| WRITE		| 0000749d	| 
               83901	| 00000001	| WRITE		| 00000000	| 
               83921	| 00000002	| WRITE		| 00004e20	| 
               83941	| 00000003	| WRITE		| 0000000a	| 
               83951	| 00000001	| WRITE		| 00000001	| 
               83981	| 00000002	| WRITE		| 00004e16	| 
               84211	| 00000001	| WRITE		| 000007d0	| 
               84231	| 00000002	| WRITE		| 00000000	| 
               84251	| 00000006	| WRITE		| 0000eb64	| 
               84261	| 00000007	| WRITE		| 00008b64	| 
               84271	| 00000008	| WRITE		| 00001b64	| 
               84281	| 00000009	| WRITE		| 00008b66	| 
               84291	| 0000000a	| WRITE		| 00000ef5	| 
               84301	| 0000000b	| WRITE		| 000097c6	| 
               84311	| 0000000c	| WRITE		| 00000fb9	| 
               84321	| 0000000d	| WRITE		| 0000ddfb	| 
               84331	| 0000000e	| WRITE		| 00000fbd	| 
               84341	| 0000000f	| WRITE		| 000027e6	| 
               84351	| 00000010	| WRITE		| 00001fb5	| 
               84361	| 00000011	| WRITE		| 00009bf6	| 
               84371	| 00000012	| WRITE		| 0000eef5	| 
               84381	| 00000013	| WRITE		| 000099c7	| 
               84401	| 00000004	| WRITE		| 0000749c	| 
               84471	| 00000001	| WRITE		| 00000000	| 
               84491	| 00000002	| WRITE		| 00004e20	| 
               84511	| 00000003	| WRITE		| 0000000a	| 
               84521	| 00000001	| WRITE		| 00000001	| 
               84551	| 00000002	| WRITE		| 00004e16	| 
               84781	| 00000001	| WRITE		| 000007d0	| 
               84801	| 00000002	| WRITE		| 00000000	| 
               84821	| 00000006	| WRITE		| 0000eb65	| 
               84831	| 00000007	| WRITE		| 00008b65	| 
               84841	| 00000008	| WRITE		| 00001b65	| 
               84851	| 00000009	| WRITE		| 00008b67	| 
               84861	| 0000000a	| WRITE		| 00000ef6	| 
               84871	| 0000000b	| WRITE		| 000097c7	| 
               84881	| 0000000c	| WRITE		| 00000fba	| 
               84891	| 0000000d	| WRITE		| 0000ddfc	| 
               84901	| 0000000e	| WRITE		| 00000fbe	| 
               84911	| 0000000f	| WRITE		| 000027e7	| 
               84921	| 00000010	| WRITE		| 00001fb6	| 
               84931	| 00000011	| WRITE		| 00009bf7	| 
               84941	| 00000012	| WRITE		| 0000eef6	| 
               84951	| 00000013	| WRITE		| 000099c8	| 
               84971	| 00000004	| WRITE		| 0000749b	| 
               85041	| 00000001	| WRITE		| 00000000	| 
               85061	| 00000002	| WRITE		| 00004e20	| 
               85081	| 00000003	| WRITE		| 0000000a	| 
               85091	| 00000001	| WRITE		| 00000001	| 
               85121	| 00000002	| WRITE		| 00004e16	| 
               85351	| 00000001	| WRITE		| 000007d0	| 
               85371	| 00000002	| WRITE		| 00000000	| 
               85391	| 00000006	| WRITE		| 0000eb66	| 
               85401	| 00000007	| WRITE		| 00008b66	| 
               85411	| 00000008	| WRITE		| 00001b66	| 
               85421	| 00000009	| WRITE		| 00008b68	| 
               85431	| 0000000a	| WRITE		| 00000ef7	| 
               85441	| 0000000b	| WRITE		| 000097c8	| 
               85451	| 0000000c	| WRITE		| 00000fbb	| 
               85461	| 0000000d	| WRITE		| 0000ddfd	| 
               85471	| 0000000e	| WRITE		| 00000fbf	| 
               85481	| 0000000f	| WRITE		| 000027e8	| 
               85491	| 00000010	| WRITE		| 00001fb7	| 
               85501	| 00000011	| WRITE		| 00009bf8	| 
               85511	| 00000012	| WRITE		| 0000eef7	| 
               85521	| 00000013	| WRITE		| 000099c9	| 
               85541	| 00000004	| WRITE		| 0000749a	| 
               85611	| 00000001	| WRITE		| 00000000	| 
               85631	| 00000002	| WRITE		| 00004e20	| 
               85651	| 00000003	| WRITE		| 0000000a	| 
               85661	| 00000001	| WRITE		| 00000001	| 
               85691	| 00000002	| WRITE		| 00004e16	| 
               85921	| 00000001	| WRITE		| 000007d0	| 
               85941	| 00000002	| WRITE		| 00000000	| 
               85961	| 00000006	| WRITE		| 0000eb67	| 
               85971	| 00000007	| WRITE		| 00008b67	| 
               85981	| 00000008	| WRITE		| 00001b67	| 
               85991	| 00000009	| WRITE		| 00008b69	| 
               86001	| 0000000a	| WRITE		| 00000ef8	| 
               86011	| 0000000b	| WRITE		| 000097c9	| 
               86021	| 0000000c	| WRITE		| 00000fbc	| 
               86031	| 0000000d	| WRITE		| 0000ddfe	| 
               86041	| 0000000e	| WRITE		| 00000fc0	| 
               86051	| 0000000f	| WRITE		| 000027e9	| 
               86061	| 00000010	| WRITE		| 00001fb8	| 
               86071	| 00000011	| WRITE		| 00009bf9	| 
               86081	| 00000012	| WRITE		| 0000eef8	| 
               86091	| 00000013	| WRITE		| 000099ca	| 
               86111	| 00000004	| WRITE		| 00007499	| 
               86181	| 00000001	| WRITE		| 00000000	| 
               86201	| 00000002	| WRITE		| 00004e20	| 
               86221	| 00000003	| WRITE		| 0000000a	| 
               86231	| 00000001	| WRITE		| 00000001	| 
               86261	| 00000002	| WRITE		| 00004e16	| 
               86491	| 00000001	| WRITE		| 000007d0	| 
               86511	| 00000002	| WRITE		| 00000000	| 
               86531	| 00000006	| WRITE		| 0000eb68	| 
               86541	| 00000007	| WRITE		| 00008b68	| 
               86551	| 00000008	| WRITE		| 00001b68	| 
               86561	| 00000009	| WRITE		| 00008b6a	| 
               86571	| 0000000a	| WRITE		| 00000ef9	| 
               86581	| 0000000b	| WRITE		| 000097ca	| 
               86591	| 0000000c	| WRITE		| 00000fbd	| 
               86601	| 0000000d	| WRITE		| 0000ddff	| 
               86611	| 0000000e	| WRITE		| 00000fc1	| 
               86621	| 0000000f	| WRITE		| 000027ea	| 
               86631	| 00000010	| WRITE		| 00001fb9	| 
               86641	| 00000011	| WRITE		| 00009bfa	| 
               86651	| 00000012	| WRITE		| 0000eef9	| 
               86661	| 00000013	| WRITE		| 000099cb	| 
               86681	| 00000004	| WRITE		| 00007498	| 
               86751	| 00000001	| WRITE		| 00000000	| 
               86771	| 00000002	| WRITE		| 00004e20	| 
               86791	| 00000003	| WRITE		| 0000000a	| 
               86801	| 00000001	| WRITE		| 00000001	| 
               86831	| 00000002	| WRITE		| 00004e16	| 
               87061	| 00000001	| WRITE		| 000007d0	| 
               87081	| 00000002	| WRITE		| 00000000	| 
               87101	| 00000006	| WRITE		| 0000eb69	| 
               87111	| 00000007	| WRITE		| 00008b69	| 
               87121	| 00000008	| WRITE		| 00001b69	| 
               87131	| 00000009	| WRITE		| 00008b6b	| 
               87141	| 0000000a	| WRITE		| 00000efa	| 
               87151	| 0000000b	| WRITE		| 000097cb	| 
               87161	| 0000000c	| WRITE		| 00000fbe	| 
               87171	| 0000000d	| WRITE		| 0000de00	| 
               87181	| 0000000e	| WRITE		| 00000fc2	| 
               87191	| 0000000f	| WRITE		| 000027eb	| 
               87201	| 00000010	| WRITE		| 00001fba	| 
               87211	| 00000011	| WRITE		| 00009bfb	| 
               87221	| 00000012	| WRITE		| 0000eefa	| 
               87231	| 00000013	| WRITE		| 000099cc	| 
               87251	| 00000004	| WRITE		| 00007497	| 
               87321	| 00000001	| WRITE		| 00000000	| 
               87341	| 00000002	| WRITE		| 00004e20	| 
               87361	| 00000003	| WRITE		| 0000000a	| 
               87371	| 00000001	| WRITE		| 00000001	| 
               87401	| 00000002	| WRITE		| 00004e16	| 
               87631	| 00000001	| WRITE		| 000007d0	| 
               87651	| 00000002	| WRITE		| 00000000	| 
               87671	| 00000006	| WRITE		| 0000eb6a	| 
               87681	| 00000007	| WRITE		| 00008b6a	| 
               87691	| 00000008	| WRITE		| 00001b6a	| 
               87701	| 00000009	| WRITE		| 00008b6c	| 
               87711	| 0000000a	| WRITE		| 00000efb	| 
               87721	| 0000000b	| WRITE		| 000097cc	| 
               87731	| 0000000c	| WRITE		| 00000fbf	| 
               87741	| 0000000d	| WRITE		| 0000de01	| 
               87751	| 0000000e	| WRITE		| 00000fc3	| 
               87761	| 0000000f	| WRITE		| 000027ec	| 
               87771	| 00000010	| WRITE		| 00001fbb	| 
               87781	| 00000011	| WRITE		| 00009bfc	| 
               87791	| 00000012	| WRITE		| 0000eefb	| 
               87801	| 00000013	| WRITE		| 000099cd	| 
               87821	| 00000004	| WRITE		| 00007496	| 
               87891	| 00000001	| WRITE		| 00000000	| 
               87911	| 00000002	| WRITE		| 00004e20	| 
               87931	| 00000003	| WRITE		| 0000000a	| 
               87941	| 00000001	| WRITE		| 00000001	| 
               87971	| 00000002	| WRITE		| 00004e16	| 
               88201	| 00000001	| WRITE		| 000007d0	| 
               88221	| 00000002	| WRITE		| 00000000	| 
               88241	| 00000006	| WRITE		| 0000eb6b	| 
               88251	| 00000007	| WRITE		| 00008b6b	| 
               88261	| 00000008	| WRITE		| 00001b6b	| 
               88271	| 00000009	| WRITE		| 00008b6d	| 
